pairID,predicted_label
10250,neutral
10251,neutral
10252,entailment
10253,neutral
10254,contradiction
10255,contradiction
10256,entailment
10257,entailment
10258,contradiction
10259,neutral
10260,entailment
10261,contradiction
10262,neutral
10263,entailment
10264,neutral
10265,entailment
10266,neutral
10267,neutral
10268,contradiction
10269,entailment
10270,contradiction
10271,contradiction
10272,neutral
10273,entailment
10274,contradiction
10275,neutral
10276,entailment
10277,entailment
10278,contradiction
10279,contradiction
10280,neutral
10281,neutral
10282,entailment
10283,entailment
10284,entailment
10285,neutral
10286,entailment
10287,contradiction
10288,entailment
10289,contradiction
10290,entailment
10291,entailment
10292,neutral
10293,entailment
10294,contradiction
10295,entailment
10296,neutral
10297,entailment
10298,contradiction
10299,contradiction
10300,neutral
10301,entailment
10302,entailment
10303,contradiction
10304,neutral
10305,entailment
10306,entailment
10307,neutral
10308,entailment
10309,neutral
10310,entailment
10311,neutral
10312,entailment
10313,entailment
10314,contradiction
10315,contradiction
10316,entailment
10317,entailment
10318,entailment
10319,entailment
10320,neutral
10321,entailment
10322,entailment
10323,neutral
10324,entailment
10325,neutral
10326,entailment
10327,neutral
10328,contradiction
10329,neutral
10330,neutral
10331,entailment
10332,neutral
10333,entailment
10334,entailment
10335,neutral
10336,neutral
10337,neutral
10338,entailment
10339,neutral
10340,entailment
10341,contradiction
10342,entailment
10343,contradiction
10344,entailment
10345,neutral
10346,entailment
10347,entailment
10348,neutral
10349,entailment
10350,neutral
10351,neutral
10352,neutral
10353,contradiction
10354,contradiction
10355,entailment
10356,neutral
10357,entailment
10358,contradiction
10359,contradiction
10360,contradiction
10361,entailment
10362,contradiction
10363,entailment
10364,contradiction
10365,neutral
10366,contradiction
10367,entailment
10368,entailment
10369,neutral
10370,neutral
10371,entailment
10372,contradiction
10373,neutral
10374,entailment
10375,entailment
10376,contradiction
10377,contradiction
10378,entailment
10379,contradiction
10380,contradiction
10381,entailment
10382,entailment
10383,entailment
10384,neutral
10385,neutral
10386,neutral
10387,contradiction
10388,contradiction
10389,entailment
10390,entailment
10391,neutral
10392,contradiction
10393,neutral
10394,contradiction
10395,contradiction
10396,entailment
10397,entailment
10398,neutral
10399,contradiction
10400,neutral
10401,contradiction
10402,entailment
10403,neutral
10404,entailment
10405,entailment
10406,neutral
10407,contradiction
10408,contradiction
10409,entailment
10410,neutral
10411,entailment
10412,entailment
10413,contradiction
10414,contradiction
10415,entailment
10416,neutral
10417,entailment
10418,neutral
10419,neutral
10420,entailment
10421,contradiction
10422,neutral
10423,contradiction
10424,entailment
10425,contradiction
10426,neutral
10427,contradiction
10428,neutral
10429,neutral
10430,entailment
10431,neutral
10432,entailment
10433,contradiction
10434,neutral
10435,entailment
10436,neutral
10437,entailment
10438,contradiction
10439,entailment
10440,neutral
10441,neutral
10442,neutral
10443,neutral
10444,neutral
10445,contradiction
10446,contradiction
10447,neutral
10448,entailment
10449,neutral
10450,contradiction
10451,contradiction
10452,neutral
10453,neutral
10454,contradiction
10455,contradiction
10456,entailment
10457,contradiction
10458,neutral
10459,entailment
10460,neutral
10461,contradiction
10462,entailment
10463,entailment
10464,neutral
10465,entailment
10466,neutral
10467,neutral
10468,contradiction
10469,neutral
10470,entailment
10471,neutral
10472,neutral
10473,entailment
10474,neutral
10475,neutral
10476,neutral
10477,entailment
10478,entailment
10479,neutral
10480,contradiction
10481,neutral
10482,entailment
10483,contradiction
10484,entailment
10485,entailment
10486,entailment
10487,contradiction
10488,contradiction
10489,neutral
10490,entailment
10491,neutral
10492,entailment
10493,contradiction
10494,entailment
10495,entailment
10496,contradiction
10497,contradiction
10498,entailment
10499,entailment
10500,contradiction
10501,entailment
10502,neutral
10503,entailment
10504,entailment
10505,neutral
10506,entailment
10507,neutral
10508,contradiction
10509,contradiction
10510,entailment
10511,contradiction
10512,neutral
10513,entailment
10514,neutral
10515,neutral
10516,contradiction
10517,entailment
10518,neutral
10519,neutral
10520,entailment
10521,contradiction
10522,contradiction
10523,entailment
10524,neutral
10525,entailment
10526,neutral
10527,entailment
10528,entailment
10529,contradiction
10530,contradiction
10531,contradiction
10532,contradiction
10533,entailment
10534,entailment
10535,contradiction
10536,contradiction
10537,entailment
10538,neutral
10539,contradiction
10540,neutral
10541,contradiction
10542,entailment
10543,contradiction
10544,entailment
10545,entailment
10546,neutral
10547,neutral
10548,neutral
10549,entailment
10550,contradiction
10551,entailment
10552,contradiction
10553,neutral
10554,neutral
10555,contradiction
10556,neutral
10557,neutral
10558,entailment
10559,entailment
10560,entailment
10561,entailment
10562,neutral
10563,neutral
10564,contradiction
10565,entailment
10566,entailment
10567,neutral
10568,entailment
10569,neutral
10570,entailment
10571,contradiction
10572,entailment
10573,neutral
10574,entailment
10575,neutral
10576,entailment
10577,entailment
10578,neutral
10579,entailment
10580,contradiction
10581,entailment
10582,contradiction
10583,contradiction
10584,entailment
10585,entailment
10586,neutral
10587,neutral
10588,contradiction
10589,neutral
10590,entailment
10591,entailment
10592,entailment
10593,entailment
10594,neutral
10595,entailment
10596,entailment
10597,entailment
10598,entailment
10599,neutral
10600,contradiction
10601,neutral
10602,entailment
10603,contradiction
10604,contradiction
10605,neutral
10606,neutral
10607,neutral
10608,neutral
10609,neutral
10610,neutral
10611,entailment
10612,contradiction
10613,entailment
10614,entailment
10615,contradiction
10616,contradiction
10617,neutral
10618,neutral
10619,entailment
10620,neutral
10621,neutral
10622,neutral
10623,contradiction
10624,contradiction
10625,neutral
10626,entailment
10627,neutral
10628,contradiction
10629,neutral
10630,entailment
10631,entailment
10632,contradiction
10633,neutral
10634,contradiction
10635,neutral
10636,contradiction
10637,neutral
10638,neutral
10639,contradiction
10640,neutral
10641,neutral
10642,entailment
10643,entailment
10644,entailment
10645,entailment
10646,neutral
10647,contradiction
10648,entailment
10649,contradiction
10650,neutral
10651,neutral
10652,contradiction
10653,contradiction
10654,contradiction
10655,entailment
10656,entailment
10657,contradiction
10658,contradiction
10659,entailment
10660,entailment
10661,contradiction
10662,neutral
10663,entailment
10664,contradiction
10665,neutral
10666,contradiction
10667,neutral
10668,contradiction
10669,entailment
10670,entailment
10671,contradiction
10672,entailment
10673,entailment
10674,entailment
10675,neutral
10676,entailment
10677,contradiction
10678,contradiction
10679,contradiction
10680,contradiction
10681,entailment
10682,entailment
10683,contradiction
10684,contradiction
10685,contradiction
10686,entailment
10687,entailment
10688,neutral
10689,contradiction
10690,neutral
10691,entailment
10692,entailment
10693,entailment
10694,entailment
10695,neutral
10696,neutral
10697,entailment
10698,neutral
10699,entailment
10700,entailment
10701,entailment
10702,neutral
10703,neutral
10704,entailment
10705,neutral
10706,entailment
10707,contradiction
10708,entailment
10709,contradiction
10710,entailment
10711,neutral
10712,entailment
10713,entailment
10714,entailment
10715,neutral
10716,contradiction
10717,contradiction
10718,entailment
10719,neutral
10720,entailment
10721,entailment
10722,entailment
10723,entailment
10724,contradiction
10725,entailment
10726,contradiction
10727,contradiction
10728,neutral
10729,entailment
10730,entailment
10731,entailment
10732,neutral
10733,neutral
10734,entailment
10735,entailment
10736,contradiction
10737,entailment
10738,entailment
10739,entailment
10740,neutral
10741,contradiction
10742,neutral
10743,entailment
10744,entailment
10745,entailment
10746,entailment
10747,neutral
10748,entailment
10749,entailment
10750,entailment
10751,contradiction
10752,entailment
10753,neutral
10754,neutral
10755,entailment
10756,contradiction
10757,entailment
10758,entailment
10759,entailment
10760,entailment
10761,neutral
10762,neutral
10763,entailment
10764,neutral
10765,contradiction
10766,entailment
10767,entailment
10768,neutral
10769,entailment
10770,neutral
10771,neutral
10772,entailment
10773,contradiction
10774,contradiction
10775,neutral
10776,contradiction
10777,contradiction
10778,neutral
10779,contradiction
10780,entailment
10781,neutral
10782,neutral
10783,entailment
10784,neutral
10785,contradiction
10786,neutral
10787,neutral
10788,neutral
10789,entailment
10790,entailment
10791,neutral
10792,entailment
10793,entailment
10794,contradiction
10795,contradiction
10796,entailment
10797,contradiction
10798,neutral
10799,contradiction
10800,entailment
10801,neutral
10802,neutral
10803,entailment
10804,neutral
10805,contradiction
10806,contradiction
10807,neutral
10808,contradiction
10809,neutral
10810,neutral
10811,contradiction
10812,entailment
10813,contradiction
10814,contradiction
10815,entailment
10816,contradiction
10817,entailment
10818,contradiction
10819,neutral
10820,entailment
10821,contradiction
10822,entailment
10823,neutral
10824,neutral
10825,neutral
10826,neutral
10827,entailment
10828,entailment
10829,contradiction
10830,entailment
10831,neutral
10832,entailment
10833,neutral
10834,contradiction
10835,entailment
10836,entailment
10837,neutral
10838,entailment
10839,contradiction
10840,neutral
10841,neutral
10842,entailment
10843,entailment
10844,contradiction
10845,neutral
10846,entailment
10847,entailment
10848,entailment
10849,entailment
10850,contradiction
10851,entailment
10852,neutral
10853,neutral
10854,entailment
10855,contradiction
10856,contradiction
10857,neutral
10858,neutral
10859,neutral
10860,entailment
10861,contradiction
10862,contradiction
10863,entailment
10864,contradiction
10865,entailment
10866,contradiction
10867,entailment
10868,contradiction
10869,contradiction
10870,entailment
10871,neutral
10872,contradiction
10873,neutral
10874,contradiction
10875,entailment
10876,entailment
10877,entailment
10878,neutral
10879,neutral
10880,entailment
10881,entailment
10882,entailment
10883,contradiction
10884,entailment
10885,contradiction
10886,entailment
10887,contradiction
10888,neutral
10889,neutral
10890,neutral
10891,contradiction
10892,neutral
10893,contradiction
10894,contradiction
10895,neutral
10896,entailment
10897,contradiction
10898,contradiction
10899,entailment
10900,entailment
10901,entailment
10902,neutral
10903,neutral
10904,neutral
10905,contradiction
10906,entailment
10907,neutral
10908,contradiction
10909,contradiction
10910,entailment
10911,entailment
10912,contradiction
10913,entailment
10914,entailment
10915,entailment
10916,contradiction
10917,contradiction
10918,neutral
10919,entailment
10920,contradiction
10921,entailment
10922,neutral
10923,contradiction
10924,neutral
10925,neutral
10926,neutral
10927,entailment
10928,neutral
10929,neutral
10930,neutral
10931,neutral
10932,entailment
10933,contradiction
10934,neutral
10935,neutral
10936,neutral
10937,neutral
10938,entailment
10939,neutral
10940,neutral
10941,entailment
10942,entailment
10943,neutral
10944,entailment
10945,entailment
10946,neutral
10947,entailment
10948,contradiction
10949,neutral
10950,contradiction
10951,entailment
10952,entailment
10953,neutral
10954,entailment
10955,entailment
10956,neutral
10957,neutral
10958,entailment
10959,contradiction
10960,entailment
10961,neutral
10962,neutral
10963,contradiction
10964,contradiction
10965,entailment
10966,entailment
10967,entailment
10968,contradiction
10969,contradiction
10970,contradiction
10971,entailment
10972,neutral
10973,entailment
10974,entailment
10975,entailment
10976,neutral
10977,entailment
10978,contradiction
10979,neutral
10980,entailment
10981,entailment
10982,neutral
10983,neutral
10984,contradiction
10985,neutral
10986,neutral
10987,entailment
10988,neutral
10989,entailment
10990,entailment
10991,neutral
10992,entailment
10993,entailment
10994,contradiction
10995,contradiction
10996,entailment
10997,contradiction
10998,contradiction
10999,neutral
11000,contradiction
11001,entailment
11002,neutral
11003,neutral
11004,entailment
11005,entailment
11006,entailment
11007,contradiction
11008,entailment
11009,contradiction
11010,entailment
11011,entailment
11012,neutral
11013,neutral
11014,contradiction
11015,contradiction
11016,entailment
11017,entailment
11018,neutral
11019,contradiction
11020,entailment
11021,neutral
11022,neutral
11023,entailment
11024,entailment
11025,contradiction
11026,entailment
11027,contradiction
11028,entailment
11029,contradiction
11030,neutral
11031,contradiction
11032,contradiction
11033,entailment
11034,entailment
11035,contradiction
11036,neutral
11037,neutral
11038,neutral
11039,neutral
11040,neutral
11041,entailment
11042,neutral
11043,entailment
11044,entailment
11045,entailment
11046,neutral
11047,contradiction
11048,contradiction
11049,contradiction
11050,contradiction
11051,neutral
11052,neutral
11053,contradiction
11054,entailment
11055,entailment
11056,entailment
11057,neutral
11058,contradiction
11059,neutral
11060,neutral
11061,neutral
11062,contradiction
11063,entailment
11064,contradiction
11065,neutral
11066,contradiction
11067,entailment
11068,neutral
11069,entailment
11070,neutral
11071,entailment
11072,contradiction
11073,contradiction
11074,entailment
11075,neutral
11076,contradiction
11077,entailment
11078,contradiction
11079,entailment
11080,neutral
11081,entailment
11082,contradiction
11083,entailment
11084,neutral
11085,contradiction
11086,entailment
11087,neutral
11088,contradiction
11089,neutral
11090,entailment
11091,entailment
11092,entailment
11093,neutral
11094,contradiction
11095,contradiction
11096,entailment
11097,contradiction
11098,contradiction
11099,entailment
11100,neutral
11101,entailment
11102,neutral
11103,neutral
11104,neutral
11105,entailment
11106,contradiction
11107,neutral
11108,entailment
11109,neutral
11110,neutral
11111,entailment
11112,neutral
11113,entailment
11114,contradiction
11115,entailment
11116,contradiction
11117,entailment
11118,neutral
11119,contradiction
11120,entailment
11121,contradiction
11122,contradiction
11123,entailment
11124,entailment
11125,entailment
11126,neutral
11127,entailment
11128,entailment
11129,entailment
11130,neutral
11131,entailment
11132,contradiction
11133,entailment
11134,contradiction
11135,neutral
11136,entailment
11137,entailment
11138,entailment
11139,entailment
11140,contradiction
11141,contradiction
11142,entailment
11143,neutral
11144,entailment
11145,entailment
11146,entailment
11147,contradiction
11148,neutral
11149,neutral
11150,contradiction
11151,entailment
11152,neutral
11153,neutral
11154,neutral
11155,entailment
11156,entailment
11157,entailment
11158,neutral
11159,entailment
11160,entailment
11161,neutral
11162,neutral
11163,entailment
11164,neutral
11165,neutral
11166,entailment
11167,contradiction
11168,entailment
11169,entailment
11170,neutral
11171,contradiction
11172,entailment
11173,entailment
11174,neutral
11175,entailment
11176,entailment
11177,neutral
11178,entailment
11179,neutral
11180,neutral
11181,neutral
11182,entailment
11183,neutral
11184,neutral
11185,entailment
11186,neutral
11187,neutral
11188,contradiction
11189,entailment
11190,entailment
11191,contradiction
11192,entailment
11193,contradiction
11194,neutral
11195,neutral
11196,contradiction
11197,entailment
11198,entailment
11199,contradiction
11200,entailment
11201,neutral
11202,entailment
11203,neutral
11204,entailment
11205,entailment
11206,entailment
11207,contradiction
11208,neutral
11209,entailment
11210,neutral
11211,neutral
11212,entailment
11213,neutral
11214,contradiction
11215,neutral
11216,entailment
11217,contradiction
11218,neutral
11219,neutral
11220,entailment
11221,neutral
11222,entailment
11223,entailment
11224,contradiction
11225,neutral
11226,neutral
11227,entailment
11228,neutral
11229,neutral
11230,entailment
11231,entailment
11232,entailment
11233,neutral
11234,entailment
11235,entailment
11236,entailment
11237,entailment
11238,contradiction
11239,entailment
11240,contradiction
11241,contradiction
11242,neutral
11243,neutral
11244,entailment
11245,contradiction
11246,neutral
11247,contradiction
11248,neutral
11249,entailment
11250,entailment
11251,neutral
11252,entailment
11253,contradiction
11254,entailment
11255,neutral
11256,entailment
11257,entailment
11258,neutral
11259,entailment
11260,entailment
11261,neutral
11262,contradiction
11263,entailment
11264,contradiction
11265,contradiction
11266,contradiction
11267,entailment
11268,entailment
11269,entailment
11270,contradiction
11271,neutral
11272,neutral
11273,entailment
11274,neutral
11275,contradiction
11276,neutral
11277,entailment
11278,entailment
11279,neutral
11280,contradiction
11281,entailment
11282,entailment
11283,contradiction
11284,contradiction
11285,contradiction
11286,neutral
11287,neutral
11288,entailment
11289,neutral
11290,entailment
11291,entailment
11292,neutral
11293,contradiction
11294,neutral
11295,contradiction
11296,entailment
11297,neutral
11298,entailment
11299,contradiction
11300,contradiction
11301,entailment
11302,contradiction
11303,entailment
11304,neutral
11305,contradiction
11306,contradiction
11307,contradiction
11308,entailment
11309,entailment
11310,contradiction
11311,contradiction
11312,entailment
11313,neutral
11314,neutral
11315,neutral
11316,neutral
11317,entailment
11318,entailment
11319,contradiction
11320,neutral
11321,entailment
11322,entailment
11323,neutral
11324,contradiction
11325,neutral
11326,entailment
11327,contradiction
11328,neutral
11329,entailment
11330,neutral
11331,neutral
11332,neutral
11333,entailment
11334,contradiction
11335,entailment
11336,entailment
11337,entailment
11338,entailment
11339,neutral
11340,entailment
11341,entailment
11342,neutral
11343,entailment
11344,neutral
11345,neutral
11346,contradiction
11347,entailment
11348,neutral
11349,neutral
11350,contradiction
11351,entailment
11352,neutral
11353,neutral
11354,contradiction
11355,entailment
11356,contradiction
11357,contradiction
11358,neutral
11359,contradiction
11360,contradiction
11361,neutral
11362,neutral
11363,neutral
11364,contradiction
11365,entailment
11366,entailment
11367,neutral
11368,neutral
11369,neutral
11370,neutral
11371,entailment
11372,neutral
11373,entailment
11374,entailment
11375,entailment
11376,entailment
11377,neutral
11378,contradiction
11379,contradiction
11380,neutral
11381,neutral
11382,entailment
11383,contradiction
11384,entailment
11385,entailment
11386,contradiction
11387,neutral
11388,entailment
11389,contradiction
11390,neutral
11391,contradiction
11392,neutral
11393,entailment
11394,entailment
11395,entailment
11396,entailment
11397,neutral
11398,entailment
11399,contradiction
11400,contradiction
11401,entailment
11402,entailment
11403,contradiction
11404,contradiction
11405,neutral
11406,entailment
11407,entailment
11408,neutral
11409,contradiction
11410,entailment
11411,contradiction
11412,contradiction
11413,entailment
11414,entailment
11415,neutral
11416,contradiction
11417,entailment
11418,neutral
11419,neutral
11420,contradiction
11421,entailment
11422,entailment
11423,entailment
11424,neutral
11425,entailment
11426,neutral
11427,neutral
11428,entailment
11429,neutral
11430,entailment
11431,entailment
11432,entailment
11433,contradiction
11434,entailment
11435,contradiction
11436,entailment
11437,neutral
11438,entailment
11439,contradiction
11440,neutral
11441,contradiction
11442,contradiction
11443,neutral
11444,neutral
11445,neutral
11446,neutral
11447,entailment
11448,contradiction
11449,neutral
11450,contradiction
11451,contradiction
11452,entailment
11453,contradiction
11454,entailment
11455,contradiction
11456,contradiction
11457,contradiction
11458,entailment
11459,contradiction
11460,entailment
11461,contradiction
11462,entailment
11463,contradiction
11464,neutral
11465,entailment
11466,neutral
11467,neutral
11468,neutral
11469,neutral
11470,entailment
11471,contradiction
11472,contradiction
11473,contradiction
11474,entailment
11475,contradiction
11476,contradiction
11477,entailment
11478,entailment
11479,contradiction
11480,entailment
11481,entailment
11482,contradiction
11483,entailment
11484,entailment
11485,entailment
11486,contradiction
11487,neutral
11488,contradiction
11489,contradiction
11490,entailment
11491,entailment
11492,entailment
11493,neutral
11494,entailment
11495,entailment
11496,neutral
11497,contradiction
11498,neutral
11499,contradiction
11500,contradiction
11501,neutral
11502,entailment
11503,contradiction
11504,entailment
11505,entailment
11506,entailment
11507,neutral
11508,entailment
11509,neutral
11510,neutral
11511,entailment
11512,neutral
11513,entailment
11514,entailment
11515,neutral
11516,contradiction
11517,neutral
11518,entailment
11519,entailment
11520,neutral
11521,contradiction
11522,neutral
11523,entailment
11524,neutral
11525,neutral
11526,entailment
11527,entailment
11528,neutral
11529,entailment
11530,neutral
11531,neutral
11532,contradiction
11533,entailment
11534,neutral
11535,entailment
11536,contradiction
11537,entailment
11538,entailment
11539,contradiction
11540,neutral
11541,contradiction
11542,contradiction
11543,contradiction
11544,neutral
11545,entailment
11546,entailment
11547,entailment
11548,contradiction
11549,entailment
11550,entailment
11551,neutral
11552,entailment
11553,neutral
11554,neutral
11555,contradiction
11556,neutral
11557,neutral
11558,entailment
11559,neutral
11560,contradiction
11561,entailment
11562,entailment
11563,entailment
11564,contradiction
11565,contradiction
11566,neutral
11567,contradiction
11568,entailment
11569,contradiction
11570,entailment
11571,contradiction
11572,neutral
11573,entailment
11574,contradiction
11575,contradiction
11576,neutral
11577,contradiction
11578,neutral
11579,contradiction
11580,entailment
11581,neutral
11582,contradiction
11583,entailment
11584,neutral
11585,contradiction
11586,entailment
11587,neutral
11588,contradiction
11589,contradiction
11590,neutral
11591,neutral
11592,contradiction
11593,contradiction
11594,neutral
11595,entailment
11596,neutral
11597,entailment
11598,contradiction
11599,entailment
11600,neutral
11601,entailment
11602,contradiction
11603,neutral
11604,contradiction
11605,neutral
11606,entailment
11607,entailment
11608,contradiction
11609,entailment
11610,contradiction
11611,contradiction
11612,contradiction
11613,entailment
11614,entailment
11615,neutral
11616,neutral
11617,neutral
11618,contradiction
11619,neutral
11620,neutral
11621,neutral
11622,contradiction
11623,entailment
11624,neutral
11625,contradiction
11626,contradiction
11627,contradiction
11628,entailment
11629,contradiction
11630,contradiction
11631,contradiction
11632,neutral
11633,entailment
11634,neutral
11635,entailment
11636,contradiction
11637,contradiction
11638,neutral
11639,contradiction
11640,entailment
11641,contradiction
11642,neutral
11643,contradiction
11644,contradiction
11645,entailment
11646,entailment
11647,entailment
11648,neutral
11649,neutral
11650,neutral
11651,contradiction
11652,entailment
11653,neutral
11654,contradiction
11655,neutral
11656,contradiction
11657,entailment
11658,entailment
11659,neutral
11660,entailment
11661,neutral
11662,entailment
11663,neutral
11664,entailment
11665,entailment
11666,entailment
11667,entailment
11668,contradiction
11669,contradiction
11670,contradiction
11671,contradiction
11672,neutral
11673,entailment
11674,contradiction
11675,neutral
11676,entailment
11677,entailment
11678,neutral
11679,entailment
11680,contradiction
11681,contradiction
11682,neutral
11683,contradiction
11684,neutral
11685,entailment
11686,contradiction
11687,entailment
11688,neutral
11689,entailment
11690,contradiction
11691,entailment
11692,contradiction
11693,entailment
11694,neutral
11695,contradiction
11696,contradiction
11697,entailment
11698,entailment
11699,neutral
11700,contradiction
11701,contradiction
11702,neutral
11703,neutral
11704,neutral
11705,neutral
11706,entailment
11707,neutral
11708,neutral
11709,entailment
11710,neutral
11711,neutral
11712,neutral
11713,entailment
11714,contradiction
11715,entailment
11716,entailment
11717,entailment
11718,contradiction
11719,contradiction
11720,entailment
11721,entailment
11722,contradiction
11723,neutral
11724,entailment
11725,contradiction
11726,entailment
11727,entailment
11728,contradiction
11729,neutral
11730,neutral
11731,neutral
11732,contradiction
11733,neutral
11734,contradiction
11735,neutral
11736,entailment
11737,entailment
11738,contradiction
11739,contradiction
11740,neutral
11741,entailment
11742,neutral
11743,entailment
11744,neutral
11745,neutral
11746,entailment
11747,entailment
11748,entailment
11749,entailment
11750,neutral
11751,neutral
11752,neutral
11753,contradiction
11754,entailment
11755,neutral
11756,entailment
11757,entailment
11758,neutral
11759,entailment
11760,contradiction
11761,entailment
11762,entailment
11763,entailment
11764,entailment
11765,entailment
11766,entailment
11767,contradiction
11768,entailment
