pairID,predicted_label
402,contradiction
403,contradiction
404,contradiction
405,contradiction
406,contradiction
407,contradiction
408,neutral
409,entailment
410,contradiction
411,entailment
412,contradiction
413,entailment
414,neutral
415,contradiction
416,neutral
417,neutral
418,contradiction
419,neutral
420,contradiction
421,entailment
422,entailment
423,neutral
424,neutral
425,entailment
426,contradiction
427,entailment
428,entailment
429,neutral
430,entailment
431,neutral
432,neutral
433,contradiction
434,contradiction
435,contradiction
436,contradiction
437,neutral
438,entailment
439,entailment
440,entailment
441,neutral
442,entailment
443,entailment
444,entailment
445,neutral
446,contradiction
447,neutral
448,entailment
449,neutral
450,entailment
451,neutral
452,neutral
453,entailment
454,contradiction
455,contradiction
456,contradiction
457,entailment
458,neutral
459,contradiction
460,entailment
461,entailment
462,neutral
463,contradiction
464,contradiction
465,neutral
466,neutral
467,contradiction
468,contradiction
469,neutral
470,entailment
471,entailment
472,contradiction
473,entailment
474,contradiction
475,entailment
476,entailment
477,neutral
478,entailment
479,contradiction
480,contradiction
481,entailment
482,contradiction
483,contradiction
484,entailment
485,entailment
486,contradiction
487,neutral
488,neutral
489,entailment
490,neutral
491,contradiction
492,neutral
493,entailment
494,neutral
495,entailment
496,entailment
497,neutral
498,entailment
499,neutral
500,contradiction
501,neutral
502,entailment
503,neutral
504,contradiction
505,entailment
506,neutral
507,contradiction
508,neutral
509,entailment
510,neutral
511,neutral
512,entailment
513,entailment
514,entailment
515,neutral
516,entailment
517,entailment
518,entailment
519,entailment
520,neutral
521,neutral
522,neutral
523,neutral
524,contradiction
525,neutral
526,contradiction
527,entailment
528,neutral
529,neutral
530,entailment
531,entailment
532,contradiction
533,contradiction
534,contradiction
535,contradiction
536,entailment
537,entailment
538,entailment
539,entailment
540,entailment
541,contradiction
542,entailment
543,neutral
544,contradiction
545,neutral
546,entailment
547,entailment
548,contradiction
549,contradiction
550,neutral
551,entailment
552,contradiction
553,neutral
554,neutral
555,entailment
556,neutral
557,neutral
558,neutral
559,neutral
560,contradiction
561,neutral
562,contradiction
563,contradiction
564,neutral
565,neutral
566,entailment
567,neutral
568,entailment
569,entailment
570,entailment
571,neutral
572,neutral
573,contradiction
574,contradiction
575,neutral
576,neutral
577,contradiction
578,entailment
579,contradiction
580,entailment
581,entailment
582,entailment
583,entailment
584,entailment
585,neutral
586,contradiction
587,entailment
588,neutral
589,contradiction
590,entailment
591,neutral
592,neutral
593,entailment
594,contradiction
595,entailment
596,contradiction
597,contradiction
598,entailment
599,contradiction
600,entailment
601,entailment
602,entailment
603,entailment
604,entailment
605,contradiction
606,neutral
607,neutral
608,entailment
609,neutral
610,contradiction
611,neutral
612,contradiction
613,entailment
614,entailment
615,entailment
616,neutral
617,contradiction
618,contradiction
619,neutral
620,neutral
621,entailment
622,neutral
623,entailment
624,contradiction
625,entailment
626,contradiction
627,contradiction
628,entailment
629,entailment
630,contradiction
631,entailment
632,entailment
633,entailment
634,contradiction
635,entailment
636,contradiction
637,entailment
638,entailment
639,entailment
640,entailment
641,neutral
642,neutral
643,entailment
644,entailment
645,entailment
646,entailment
647,neutral
648,neutral
649,neutral
650,contradiction
651,entailment
652,contradiction
653,contradiction
654,contradiction
655,neutral
656,neutral
657,entailment
658,entailment
659,neutral
660,contradiction
661,entailment
662,entailment
663,neutral
664,entailment
665,entailment
666,contradiction
667,entailment
668,contradiction
669,contradiction
670,contradiction
671,contradiction
672,neutral
673,entailment
674,entailment
675,contradiction
676,entailment
677,neutral
678,neutral
679,entailment
680,neutral
681,entailment
682,neutral
683,neutral
684,contradiction
685,entailment
686,entailment
687,entailment
688,neutral
689,contradiction
690,neutral
691,entailment
692,entailment
693,entailment
694,contradiction
695,entailment
696,entailment
697,entailment
698,entailment
699,entailment
700,contradiction
701,entailment
702,neutral
703,contradiction
704,contradiction
705,neutral
706,neutral
707,contradiction
708,entailment
709,entailment
710,entailment
711,contradiction
712,contradiction
713,contradiction
714,neutral
715,entailment
716,entailment
717,contradiction
718,entailment
719,entailment
720,entailment
721,contradiction
722,contradiction
723,entailment
724,neutral
725,entailment
726,contradiction
727,contradiction
728,entailment
729,neutral
730,neutral
731,contradiction
732,neutral
733,neutral
734,contradiction
735,entailment
736,contradiction
737,contradiction
738,entailment
739,neutral
740,entailment
741,entailment
742,neutral
743,contradiction
744,neutral
745,entailment
746,neutral
747,contradiction
748,neutral
749,contradiction
750,neutral
751,contradiction
752,entailment
753,neutral
754,contradiction
755,contradiction
756,contradiction
757,entailment
758,contradiction
759,entailment
760,neutral
761,neutral
762,contradiction
763,neutral
764,entailment
765,entailment
766,neutral
767,neutral
768,neutral
769,neutral
770,neutral
771,entailment
772,neutral
773,contradiction
774,entailment
775,contradiction
776,entailment
777,entailment
778,neutral
779,neutral
780,neutral
781,entailment
782,entailment
783,entailment
784,neutral
785,contradiction
786,neutral
787,neutral
788,entailment
789,neutral
790,entailment
791,contradiction
792,entailment
793,entailment
794,neutral
795,entailment
796,contradiction
797,entailment
798,contradiction
799,contradiction
800,contradiction
801,entailment
802,contradiction
803,contradiction
804,entailment
805,neutral
806,entailment
807,contradiction
808,neutral
809,contradiction
810,neutral
811,contradiction
812,contradiction
813,contradiction
814,contradiction
815,entailment
816,entailment
817,neutral
818,entailment
819,neutral
820,entailment
821,contradiction
822,neutral
823,contradiction
824,entailment
825,neutral
826,neutral
827,contradiction
828,contradiction
829,neutral
830,neutral
831,entailment
832,entailment
833,contradiction
834,neutral
835,entailment
836,contradiction
837,neutral
838,entailment
839,entailment
840,neutral
841,contradiction
842,entailment
843,entailment
844,entailment
845,contradiction
846,entailment
847,neutral
848,entailment
849,entailment
850,entailment
851,entailment
852,neutral
853,neutral
854,neutral
855,entailment
856,neutral
857,contradiction
858,neutral
859,entailment
860,entailment
861,contradiction
862,entailment
863,contradiction
864,neutral
865,contradiction
866,neutral
867,contradiction
868,entailment
869,neutral
870,neutral
871,entailment
872,contradiction
873,neutral
874,contradiction
875,neutral
876,entailment
877,entailment
878,contradiction
879,neutral
880,entailment
881,neutral
882,entailment
883,contradiction
884,entailment
885,neutral
886,neutral
887,neutral
888,contradiction
889,contradiction
890,contradiction
891,entailment
892,contradiction
893,contradiction
894,contradiction
895,neutral
896,entailment
897,contradiction
898,entailment
899,entailment
900,entailment
901,entailment
902,neutral
903,contradiction
904,neutral
905,neutral
906,entailment
907,contradiction
908,entailment
909,entailment
910,neutral
911,entailment
912,contradiction
913,neutral
914,neutral
915,entailment
916,entailment
917,neutral
918,entailment
919,entailment
920,neutral
921,neutral
922,entailment
923,entailment
924,contradiction
925,entailment
926,contradiction
927,entailment
928,entailment
929,contradiction
930,neutral
931,entailment
932,contradiction
933,contradiction
934,neutral
935,entailment
936,entailment
937,neutral
938,neutral
939,contradiction
940,neutral
941,contradiction
942,contradiction
943,contradiction
944,neutral
945,entailment
946,neutral
947,entailment
948,entailment
949,contradiction
950,contradiction
951,entailment
952,entailment
953,neutral
954,contradiction
955,contradiction
956,entailment
957,entailment
958,entailment
959,entailment
960,neutral
961,entailment
962,contradiction
963,neutral
964,neutral
965,neutral
966,neutral
967,neutral
968,contradiction
969,neutral
970,contradiction
971,contradiction
972,contradiction
973,contradiction
974,entailment
975,entailment
976,entailment
977,neutral
978,neutral
979,contradiction
980,neutral
981,contradiction
982,entailment
983,neutral
984,contradiction
985,entailment
986,entailment
987,contradiction
988,entailment
989,entailment
990,entailment
991,contradiction
992,entailment
993,contradiction
994,neutral
995,entailment
996,entailment
997,contradiction
998,neutral
999,entailment
1000,entailment
1001,entailment
1002,entailment
1003,neutral
1004,entailment
1005,contradiction
1006,entailment
1007,neutral
1008,neutral
1009,entailment
1010,entailment
1011,contradiction
1012,neutral
1013,contradiction
1014,neutral
1015,contradiction
1016,entailment
1017,entailment
1018,entailment
1019,neutral
1020,entailment
1021,entailment
1022,contradiction
1023,entailment
1024,entailment
1025,entailment
1026,neutral
1027,entailment
1028,contradiction
1029,neutral
1030,entailment
1031,entailment
1032,entailment
1033,entailment
1034,neutral
1035,entailment
1036,entailment
1037,contradiction
1038,neutral
1039,neutral
1040,entailment
1041,entailment
1042,contradiction
1043,contradiction
1044,neutral
1045,entailment
1046,entailment
1047,neutral
1048,entailment
1049,entailment
1050,neutral
1051,neutral
1052,neutral
1053,neutral
1054,entailment
1055,contradiction
1056,neutral
1057,contradiction
1058,contradiction
1059,contradiction
1060,neutral
1061,neutral
1062,contradiction
1063,entailment
1064,entailment
1065,contradiction
1066,entailment
1067,entailment
1068,entailment
1069,entailment
1070,entailment
1071,contradiction
1072,neutral
1073,entailment
1074,neutral
1075,neutral
1076,entailment
1077,neutral
1078,contradiction
1079,entailment
1080,neutral
1081,entailment
1082,neutral
1083,entailment
1084,neutral
1085,entailment
1086,contradiction
1087,contradiction
1088,neutral
1089,entailment
1090,contradiction
1091,contradiction
1092,entailment
1093,neutral
1094,neutral
1095,entailment
1096,neutral
1097,entailment
1098,neutral
1099,neutral
1100,neutral
1101,neutral
1102,entailment
1103,contradiction
1104,entailment
1105,entailment
1106,contradiction
1107,neutral
1108,entailment
1109,neutral
1110,neutral
1111,neutral
1112,entailment
1113,contradiction
1114,entailment
1115,contradiction
1116,neutral
1117,contradiction
1118,contradiction
1119,neutral
1120,contradiction
1121,entailment
1122,contradiction
1123,contradiction
1124,entailment
1125,entailment
1126,neutral
1127,neutral
1128,neutral
1129,neutral
1130,neutral
1131,contradiction
1132,neutral
1133,contradiction
1134,neutral
1135,entailment
1136,entailment
1137,neutral
1138,neutral
1139,neutral
1140,entailment
1141,entailment
1142,entailment
1143,contradiction
1144,entailment
1145,entailment
1146,contradiction
1147,neutral
1148,neutral
1149,neutral
1150,entailment
1151,contradiction
1152,entailment
1153,entailment
1154,entailment
1155,entailment
1156,entailment
1157,neutral
1158,contradiction
1159,neutral
1160,neutral
1161,contradiction
1162,entailment
1163,neutral
1164,neutral
1165,neutral
1166,entailment
1167,neutral
1168,neutral
1169,entailment
1170,neutral
1171,entailment
1172,entailment
1173,entailment
1174,entailment
1175,neutral
1176,entailment
1177,entailment
1178,contradiction
1179,contradiction
1180,entailment
1181,contradiction
1182,neutral
1183,entailment
1184,entailment
1185,entailment
1186,entailment
1187,contradiction
1188,neutral
1189,entailment
1190,neutral
1191,entailment
1192,entailment
1193,contradiction
1194,entailment
1195,contradiction
1196,contradiction
1197,neutral
1198,entailment
1199,entailment
1200,contradiction
1201,entailment
1202,neutral
1203,entailment
1204,contradiction
1205,entailment
1206,contradiction
1207,contradiction
1208,contradiction
1209,entailment
1210,contradiction
1211,entailment
1212,neutral
1213,entailment
1214,neutral
1215,entailment
1216,neutral
1217,neutral
1218,contradiction
1219,entailment
1220,entailment
1221,contradiction
1222,neutral
1223,neutral
1224,entailment
1225,contradiction
1226,contradiction
1227,entailment
1228,neutral
1229,entailment
1230,entailment
1231,contradiction
1232,contradiction
1233,entailment
1234,contradiction
1235,entailment
1236,entailment
1237,contradiction
1238,contradiction
1239,contradiction
1240,neutral
1241,contradiction
1242,neutral
1243,contradiction
1244,entailment
1245,contradiction
1246,neutral
1247,entailment
1248,contradiction
1249,contradiction
1250,entailment
1251,entailment
1252,neutral
1253,contradiction
1254,neutral
1255,contradiction
1256,contradiction
1257,neutral
1258,contradiction
1259,contradiction
1260,entailment
1261,entailment
1262,contradiction
1263,neutral
1264,neutral
1265,neutral
1266,contradiction
1267,neutral
1268,contradiction
1269,neutral
1270,neutral
1271,contradiction
1272,neutral
1273,contradiction
1274,contradiction
1275,neutral
1276,entailment
1277,contradiction
1278,contradiction
1279,entailment
1280,neutral
1281,contradiction
1282,contradiction
1283,entailment
1284,entailment
1285,contradiction
1286,neutral
1287,neutral
1288,neutral
1289,neutral
1290,neutral
1291,contradiction
1292,neutral
1293,neutral
1294,entailment
1295,neutral
1296,entailment
1297,entailment
1298,entailment
1299,entailment
1300,contradiction
1301,entailment
1302,entailment
1303,contradiction
1304,contradiction
1305,entailment
1306,neutral
1307,contradiction
1308,neutral
1309,neutral
1310,entailment
1311,neutral
1312,contradiction
1313,contradiction
1314,neutral
1315,entailment
1316,contradiction
1317,entailment
1318,entailment
1319,neutral
1320,contradiction
1321,neutral
1322,neutral
1323,neutral
1324,contradiction
1325,neutral
1326,neutral
1327,entailment
1328,contradiction
1329,contradiction
1330,entailment
1331,entailment
1332,contradiction
1333,neutral
1334,entailment
1335,contradiction
1336,neutral
1337,entailment
1338,neutral
1339,neutral
1340,neutral
1341,contradiction
1342,contradiction
1343,entailment
1344,entailment
1345,contradiction
1346,contradiction
1347,contradiction
1348,entailment
1349,contradiction
1350,entailment
1351,entailment
1352,contradiction
1353,contradiction
1354,contradiction
1355,entailment
1356,entailment
1357,contradiction
1358,contradiction
1359,neutral
1360,neutral
1361,entailment
1362,neutral
1363,contradiction
1364,contradiction
1365,entailment
1366,neutral
1367,entailment
1368,entailment
1369,contradiction
1370,entailment
1371,entailment
1372,contradiction
1373,entailment
1374,entailment
1375,entailment
1376,entailment
1377,neutral
1378,neutral
1379,entailment
1380,contradiction
1381,contradiction
1382,entailment
1383,entailment
1384,neutral
1385,entailment
1386,entailment
1387,contradiction
1388,entailment
1389,neutral
1390,contradiction
1391,contradiction
1392,entailment
1393,contradiction
1394,neutral
1395,neutral
1396,contradiction
1397,entailment
1398,contradiction
1399,entailment
1400,contradiction
1401,entailment
1402,entailment
1403,entailment
1404,entailment
1405,contradiction
1406,neutral
1407,contradiction
1408,contradiction
1409,neutral
1410,neutral
1411,neutral
1412,entailment
1413,entailment
1414,contradiction
1415,entailment
1416,entailment
1417,entailment
1418,contradiction
1419,entailment
1420,contradiction
1421,entailment
1422,contradiction
1423,entailment
1424,entailment
1425,contradiction
1426,contradiction
1427,entailment
1428,neutral
1429,entailment
1430,entailment
1431,contradiction
1432,neutral
1433,neutral
1434,entailment
1435,neutral
1436,neutral
1437,contradiction
1438,neutral
1439,entailment
1440,neutral
1441,entailment
1442,neutral
1443,entailment
1444,contradiction
1445,neutral
1446,entailment
1447,entailment
1448,entailment
1449,contradiction
1450,entailment
1451,contradiction
1452,entailment
1453,entailment
1454,contradiction
1455,entailment
1456,entailment
1457,contradiction
1458,neutral
1459,contradiction
1460,entailment
1461,entailment
1462,entailment
1463,neutral
1464,contradiction
1465,entailment
1466,neutral
1467,entailment
1468,neutral
1469,neutral
1470,contradiction
1471,neutral
1472,entailment
1473,contradiction
1474,contradiction
1475,entailment
1476,neutral
1477,contradiction
1478,entailment
1479,contradiction
1480,contradiction
1481,neutral
1482,contradiction
1483,neutral
1484,neutral
1485,neutral
1486,neutral
1487,neutral
1488,contradiction
1489,contradiction
1490,entailment
1491,contradiction
1492,entailment
1493,neutral
1494,entailment
1495,neutral
1496,contradiction
1497,neutral
1498,contradiction
1499,entailment
1500,neutral
1501,contradiction
1502,contradiction
1503,entailment
1504,neutral
1505,neutral
1506,neutral
1507,entailment
1508,neutral
1509,contradiction
1510,entailment
1511,neutral
1512,contradiction
1513,contradiction
1514,neutral
1515,entailment
1516,contradiction
1517,entailment
1518,neutral
1519,entailment
1520,neutral
1521,neutral
1522,neutral
1523,contradiction
1524,neutral
1525,contradiction
1526,entailment
1527,entailment
1528,entailment
1529,entailment
1530,entailment
1531,neutral
1532,contradiction
1533,entailment
1534,entailment
1535,entailment
1536,entailment
1537,contradiction
1538,contradiction
1539,entailment
1540,entailment
1541,entailment
1542,entailment
1543,contradiction
1544,entailment
1545,neutral
1546,neutral
1547,entailment
1548,entailment
1549,entailment
1550,entailment
1551,entailment
1552,contradiction
1553,contradiction
1554,contradiction
1555,neutral
1556,contradiction
1557,entailment
1558,contradiction
1559,neutral
1560,entailment
1561,entailment
1562,neutral
1563,entailment
1564,entailment
1565,neutral
1566,neutral
1567,contradiction
1568,neutral
1569,entailment
1570,entailment
1571,contradiction
1572,contradiction
1573,contradiction
1574,entailment
1575,entailment
1576,entailment
1577,contradiction
1578,entailment
1579,entailment
1580,contradiction
1581,neutral
1582,contradiction
1583,entailment
1584,entailment
1585,contradiction
1586,entailment
1587,entailment
1588,entailment
1589,contradiction
1590,contradiction
1591,entailment
1592,neutral
1593,neutral
1594,entailment
1595,neutral
1596,entailment
1597,contradiction
1598,contradiction
1599,contradiction
1600,contradiction
1601,neutral
1602,entailment
1603,neutral
1604,entailment
1605,entailment
1606,neutral
1607,neutral
1608,contradiction
1609,contradiction
1610,entailment
1611,contradiction
1612,neutral
1613,entailment
1614,neutral
1615,contradiction
1616,neutral
1617,entailment
1618,neutral
1619,entailment
1620,neutral
1621,entailment
1622,neutral
1623,entailment
1624,entailment
1625,entailment
1626,entailment
1627,entailment
1628,neutral
1629,entailment
1630,entailment
1631,neutral
1632,entailment
1633,neutral
1634,entailment
1635,neutral
1636,entailment
1637,neutral
1638,neutral
1639,entailment
1640,entailment
1641,contradiction
1642,entailment
1643,entailment
1644,contradiction
1645,contradiction
1646,entailment
1647,neutral
1648,entailment
1649,entailment
1650,neutral
1651,contradiction
1652,contradiction
1653,entailment
1654,contradiction
1655,contradiction
1656,neutral
1657,neutral
1658,entailment
1659,neutral
1660,neutral
1661,entailment
1662,entailment
1663,entailment
1664,entailment
1665,contradiction
1666,entailment
1667,entailment
1668,entailment
1669,neutral
1670,entailment
1671,neutral
1672,neutral
1673,entailment
1674,contradiction
1675,neutral
1676,entailment
1677,entailment
1678,contradiction
1679,neutral
1680,contradiction
1681,contradiction
1682,neutral
1683,contradiction
1684,neutral
1685,contradiction
1686,neutral
1687,entailment
1688,neutral
1689,entailment
1690,contradiction
1691,contradiction
1692,contradiction
1693,entailment
1694,entailment
1695,contradiction
1696,entailment
1697,contradiction
1698,contradiction
1699,entailment
1700,neutral
1701,contradiction
1702,contradiction
1703,neutral
1704,entailment
1705,entailment
1706,contradiction
1707,contradiction
1708,entailment
1709,contradiction
1710,contradiction
1711,neutral
1712,contradiction
1713,neutral
1714,entailment
1715,neutral
1716,contradiction
1717,neutral
1718,neutral
1719,neutral
1720,entailment
1721,contradiction
1722,neutral
1723,contradiction
1724,neutral
1725,neutral
1726,neutral
1727,entailment
1728,neutral
1729,neutral
1730,neutral
1731,contradiction
1732,neutral
1733,neutral
1734,entailment
1735,neutral
1736,entailment
1737,entailment
1738,contradiction
1739,contradiction
1740,contradiction
1741,neutral
1742,entailment
1743,contradiction
1744,entailment
1745,neutral
1746,entailment
1747,neutral
1748,contradiction
1749,entailment
1750,contradiction
1751,neutral
1752,entailment
1753,contradiction
1754,entailment
1755,entailment
1756,entailment
1757,entailment
1758,contradiction
1759,entailment
1760,contradiction
1761,entailment
1762,entailment
1763,neutral
1764,contradiction
1765,contradiction
1766,neutral
1767,neutral
1768,entailment
1769,contradiction
1770,contradiction
1771,entailment
1772,entailment
1773,contradiction
1774,entailment
1775,neutral
1776,entailment
1777,entailment
1778,neutral
1779,entailment
1780,contradiction
1781,contradiction
1782,neutral
1783,entailment
1784,contradiction
1785,neutral
1786,neutral
1787,neutral
1788,contradiction
1789,contradiction
1790,contradiction
1791,contradiction
1792,entailment
1793,neutral
1794,neutral
1795,entailment
1796,entailment
1797,entailment
1798,entailment
1799,contradiction
1800,neutral
1801,entailment
1802,entailment
1803,contradiction
1804,entailment
1805,entailment
1806,contradiction
1807,contradiction
1808,entailment
1809,entailment
1810,neutral
1811,neutral
1812,neutral
1813,entailment
1814,entailment
1815,neutral
1816,neutral
1817,entailment
1818,entailment
1819,neutral
1820,neutral
1821,neutral
1822,neutral
1823,entailment
1824,neutral
1825,contradiction
1826,entailment
1827,contradiction
1828,contradiction
1829,entailment
1830,neutral
1831,contradiction
1832,entailment
1833,entailment
1834,contradiction
1835,contradiction
1836,contradiction
1837,entailment
1838,contradiction
1839,entailment
1840,neutral
1841,neutral
1842,neutral
1843,entailment
1844,contradiction
1845,entailment
1846,entailment
1847,contradiction
1848,entailment
1849,contradiction
1850,neutral
1851,neutral
1852,contradiction
1853,entailment
1854,neutral
1855,entailment
1856,entailment
1857,contradiction
1858,entailment
1859,neutral
1860,entailment
1861,contradiction
1862,neutral
1863,neutral
1864,entailment
1865,entailment
1866,entailment
1867,contradiction
1868,entailment
1869,entailment
1870,contradiction
1871,contradiction
1872,entailment
1873,entailment
1874,neutral
1875,neutral
1876,neutral
1877,entailment
1878,contradiction
1879,neutral
1880,contradiction
1881,contradiction
1882,entailment
1883,entailment
1884,entailment
1885,neutral
1886,entailment
1887,neutral
1888,entailment
1889,contradiction
1890,contradiction
1891,contradiction
1892,entailment
1893,contradiction
1894,neutral
1895,contradiction
1896,contradiction
1897,contradiction
1898,entailment
1899,contradiction
1900,neutral
1901,entailment
1902,contradiction
1903,entailment
1904,neutral
1905,entailment
1906,contradiction
1907,entailment
1908,contradiction
1909,contradiction
1910,contradiction
1911,entailment
1912,neutral
1913,neutral
1914,neutral
1915,neutral
1916,entailment
1917,entailment
1918,contradiction
1919,contradiction
1920,entailment
1921,entailment
1922,entailment
1923,neutral
1924,neutral
1925,neutral
1926,entailment
1927,entailment
1928,entailment
1929,entailment
1930,entailment
1931,entailment
1932,neutral
1933,neutral
1934,contradiction
1935,entailment
1936,contradiction
1937,neutral
1938,entailment
1939,neutral
1940,contradiction
1941,contradiction
1942,entailment
1943,neutral
1944,neutral
1945,entailment
1946,entailment
1947,entailment
1948,contradiction
1949,contradiction
1950,neutral
1951,neutral
1952,neutral
1953,neutral
1954,entailment
1955,entailment
1956,neutral
1957,neutral
1958,entailment
1959,contradiction
1960,contradiction
1961,neutral
1962,contradiction
1963,contradiction
1964,neutral
1965,contradiction
1966,contradiction
1967,entailment
1968,entailment
1969,entailment
1970,neutral
1971,entailment
1972,entailment
1973,entailment
1974,neutral
1975,neutral
1976,neutral
1977,neutral
1978,entailment
1979,neutral
1980,neutral
1981,entailment
1982,entailment
1983,entailment
1984,neutral
1985,contradiction
1986,entailment
1987,entailment
1988,contradiction
1989,neutral
1990,neutral
1991,neutral
1992,neutral
1993,contradiction
1994,neutral
1995,contradiction
1996,entailment
1997,neutral
1998,neutral
1999,entailment
2000,entailment
2001,entailment
2002,contradiction
2003,entailment
2004,neutral
2005,entailment
2006,entailment
2007,neutral
2008,neutral
2009,entailment
2010,entailment
2011,contradiction
2012,entailment
2013,neutral
2014,entailment
2015,entailment
2016,neutral
2017,entailment
2018,neutral
2019,contradiction
2020,neutral
2021,neutral
2022,neutral
2023,entailment
2024,entailment
2025,neutral
2026,neutral
2027,neutral
2028,neutral
2029,entailment
2030,contradiction
2031,entailment
2032,contradiction
2033,neutral
2034,entailment
2035,entailment
2036,neutral
2037,entailment
2038,entailment
2039,contradiction
2040,entailment
2041,entailment
2042,entailment
2043,entailment
2044,entailment
2045,entailment
2046,neutral
2047,neutral
2048,entailment
2049,entailment
2050,entailment
2051,entailment
2052,neutral
2053,neutral
2054,entailment
2055,entailment
